sender,senderAddress,subject,body,url,label
,info@gopcdvfovl.com,Hesap özetiniz,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@gopcdvfovl.com",,normal
,support@xqzjawdhff.com,Güvenlik açığı tespiti,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@xqzjawdhff.com",,phishing
,info@mcnydgpsvy.com,Yeni işlem bildirimleri,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@mcnydgpsvy.com",,normal
,support@udjyusmesq.com,Ödül kazandınız,"Değerli Müşterimiz, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@udjyusmesq.com",,phishing
,support@mpukhrrdlz.com,Hesabınız askıya alındı,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@mpukhrrdlz.com",,phishing
,support@khpmmioftf.com,Güvenlik açığı tespiti,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@khpmmioftf.com",,phishing
,info@kvyvpiajkd.com,Kişisel bilgilerinizi güncelleyin,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@kvyvpiajkd.com",,normal
,support@bmqfglfqpk.com,Ödül kazandınız,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve giriş bilgilerinizı hemen doğrulayın: 🔗 verify@bmqfglfqpk.com",,phishing
,support@tqxdnpcnxi.com,Güvenlik açığı tespiti,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@tqxdnpcnxi.com",,phishing
,support@aypwhsqwba.com,Ödül kazanma fırsatınız sona eriyor,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@aypwhsqwba.com",,phishing
,support@aormfyxuie.com,Bilgilerinizı güvence altına alın,"Değerli Müşterimiz, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@aormfyxuie.com",,phishing
,support@kclfhkkkmd.com,Hesabınızı güvence altına alın,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@kclfhkkkmd.com",,phishing
,support@uvmozkhkwx.com,Bilgilerinizı güvence altına alın,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve giriş bilgilerinizı hemen doğrulayın: 🔗 verify@uvmozkhkwx.com",,phishing
,support@trdonnfazg.com,Ödül kazandınız,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@trdonnfazg.com",,phishing
,support@ohioupdipz.com,Hesap doğrulamanızı tamamlayın,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@ohioupdipz.com",,phishing
,support@urgvaduxeu.com,Acil hesap doğrulaması,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve giriş bilgilerinizı hemen doğrulayın: 🔗 verify@urgvaduxeu.com",,phishing
,support@efxpqegdli.com,Ödül kazandınız,"Değerli Müşterimiz, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@efxpqegdli.com",,phishing
,support@phzyymqdao.com,Güvenlik açığı tespiti,"Değerli Müşterimiz, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@phzyymqdao.com",,phishing
,info@gahzkhmijn.com,Hesap özetiniz,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@gahzkhmijn.com",,normal
,support@rrxkscwihf.com,Hesap güvenliği güncellemesi,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@rrxkscwihf.com",,phishing
,info@sobjedfbtm.com,Aylık raporunuz,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@sobjedfbtm.com",,normal
,support@xnbwszyrks.com,Şifrenizi hemen değiştirin,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@xnbwszyrks.com",,phishing
,info@graagtzzrp.com,Banka hesabınız güncellenmiştir,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@graagtzzrp.com",,normal
,support@psoitbppvc.com,Güvenlik açığı tespiti,"Değerli Müşterimiz, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@psoitbppvc.com",,phishing
,support@bhgoqiigfm.com,Şifrenizi hemen değiştirin,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@bhgoqiigfm.com",,phishing
,support@zyyubiamuh.com,Hesap şifreniz sıfırlandı,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@zyyubiamuh.com",,phishing
,info@qkiywhkiiw.com,Hesap özetiniz,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@qkiywhkiiw.com",,normal
,support@kilyfcgntk.com,Ödül kazanma fırsatınız sona eriyor,"Değerli Müşterimiz, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@kilyfcgntk.com",,phishing
,support@gqtvvyodnp.com,Hesabınız askıya alındı,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve giriş bilgilerinizı hemen doğrulayın: 🔗 verify@gqtvvyodnp.com",,phishing
,info@wthkyeqxhj.com,Hesap özetiniz,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@wthkyeqxhj.com",,normal
,support@egpyfoeasn.com,Acil hesap doğrulaması,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@egpyfoeasn.com",,phishing
,info@bgtnbcpdnw.com,Aylık raporunuz,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@bgtnbcpdnw.com",,normal
,support@naupweekyg.com,Hesap şifreniz sıfırlandı,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@naupweekyg.com",,phishing
,info@drtvdzoywv.com,Hesap aktivasyonu başarıyla tamamlandı,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@drtvdzoywv.com",,normal
,support@jkcfikmlbq.com,Hesap güvenliği güncellemesi,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@jkcfikmlbq.com",,phishing
,info@ntbcrthvsb.com,Yeni işlem bildirimleri,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@ntbcrthvsb.com",,normal
,info@ulglkyppqi.com,Fatura özetiniz,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@ulglkyppqi.com",,normal
,support@rbjknezfhh.com,Ödül kazandınız,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve giriş bilgilerinizı hemen doğrulayın: 🔗 verify@rbjknezfhh.com",,phishing
,support@vldtrfebmb.com,Hesap doğrulamanızı tamamlayın,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve giriş bilgilerinizı hemen doğrulayın: 🔗 verify@vldtrfebmb.com",,phishing
,support@vnngnzmyqi.com,Ödül kazandınız,"Değerli Müşterimiz, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@vnngnzmyqi.com",,phishing
,info@xgyigdtvto.com,Yeni işlem bildirimleri,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@xgyigdtvto.com",,normal
,support@deggvqcgyu.com,Faturanız ödenmedi,"Değerli Müşterimiz, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@deggvqcgyu.com",,phishing
,info@pgqebmqhcl.com,Hesap aktivasyonu başarıyla tamamlandı,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@pgqebmqhcl.com",,normal
,info@ftwqffrjof.com,Fatura özetiniz,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@ftwqffrjof.com",,normal
,support@ntovqdpigd.com,Şifrenizi hemen değiştirin,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve giriş bilgilerinizı hemen doğrulayın: 🔗 verify@ntovqdpigd.com",,phishing
,support@rnkeztjdfh.com,Ödül kazanma fırsatınız sona eriyor,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve giriş bilgilerinizı hemen doğrulayın: 🔗 verify@rnkeztjdfh.com",,phishing
,info@wnflihiqxo.com,Hesap aktivasyonu başarıyla tamamlandı,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@wnflihiqxo.com",,normal
,support@ulinugteaz.com,Ödül kazandınız,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@ulinugteaz.com",,phishing
,support@lpfrhaquyx.com,Hesabınız askıya alındı,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@lpfrhaquyx.com",,phishing
,support@lkjvhixsdr.com,Bilgileriniz askıya alındı,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve giriş bilgilerinizı hemen doğrulayın: 🔗 verify@lkjvhixsdr.com",,phishing
,support@nkarbsaahf.com,Faturanız ödenmedi,"Değerli Müşterimiz, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@nkarbsaahf.com",,phishing
,support@uwoudkzcfr.com,Acil hesap doğrulaması,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@uwoudkzcfr.com",,phishing
,info@pepdzbkxkq.com,Hesap onayınız,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@pepdzbkxkq.com",,normal
,support@hejrtfozpr.com,Hesabınız askıya alındı,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@hejrtfozpr.com",,phishing
,info@lwusgursvd.com,Aylık raporunuz,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@lwusgursvd.com",,normal
,info@wvohqytadq.com,Kişisel bilgilerinizi güncelleyin,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@wvohqytadq.com",,normal
,support@wflbsrixgu.com,Faturanız ödenmedi,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@wflbsrixgu.com",,phishing
,support@iulerdyfin.com,Bilgilerinizı güvence altına alın,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@iulerdyfin.com",,phishing
,support@yapaxlxjgg.com,Ödül kazanma fırsatınız sona eriyor,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@yapaxlxjgg.com",,phishing
,support@gnnzhvgbju.com,Faturanız ödenmedi,"Değerli Müşterimiz, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@gnnzhvgbju.com",,phishing
,support@hwmfjsprhb.com,Şifrenizi hemen değiştirin,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@hwmfjsprhb.com",,phishing
,support@zhvfclwgst.com,Hesap doğrulamanızı tamamlayın,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@zhvfclwgst.com",,phishing
,support@bgstrvtwog.com,Hesap güvenliği güncellemesi,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@bgstrvtwog.com",,phishing
,support@pfrficwgzj.com,Faturanız ödenmedi,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@pfrficwgzj.com",,phishing
,support@pjyfkkwxav.com,Ödül kazandınız,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@pjyfkkwxav.com",,phishing
,info@wxrvzkpkwu.com,Banka hesabınız güncellenmiştir,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@wxrvzkpkwu.com",,normal
,info@lftabmcgfz.com,Aylık raporunuz,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@lftabmcgfz.com",,normal
,support@mbbwdxxups.com,Güvenlik açığı tespiti,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve giriş bilgilerinizı hemen doğrulayın: 🔗 verify@mbbwdxxups.com",,phishing
,support@jnrazxpfli.com,Şifrenizi hemen değiştirin,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@jnrazxpfli.com",,phishing
,support@mxqwvhvljt.com,Ödül kazanma fırsatınız sona eriyor,"Değerli Müşterimiz, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@mxqwvhvljt.com",,phishing
,support@jlpeiltisn.com,Faturanız ödenmedi,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve giriş bilgilerinizı hemen doğrulayın: 🔗 verify@jlpeiltisn.com",,phishing
,support@rrkwqgxnis.com,Hesabınız askıya alındı,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@rrkwqgxnis.com",,phishing
,info@ekofwwimgc.com,Hesap aktivasyonu başarıyla tamamlandı,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@ekofwwimgc.com",,normal
,support@eomvwtezkv.com,Faturanız ödenmedi,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@eomvwtezkv.com",,phishing
,info@eitquosies.com,Fatura özetiniz,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@eitquosies.com",,normal
,support@cxsheazhkr.com,Hesabınız askıya alındı,"Değerli Müşterimiz, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@cxsheazhkr.com",,phishing
,info@dfjbsibndl.com,Banka hesabınız güncellenmiştir,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@dfjbsibndl.com",,normal
,support@xbjsemcgyn.com,Ödül kazanma fırsatınız sona eriyor,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@xbjsemcgyn.com",,phishing
,support@qklblhckny.com,Güvenlik açığı tespiti,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve giriş bilgilerinizı hemen doğrulayın: 🔗 verify@qklblhckny.com",,phishing
,support@pgtfhqgeac.com,Hesap doğrulamanızı tamamlayın,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@pgtfhqgeac.com",,phishing
,support@anrswbtrlo.com,Güvenlik açığı tespiti,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@anrswbtrlo.com",,phishing
,support@pbohphqoay.com,Güvenlik açığı tespiti,"Değerli Müşterimiz, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@pbohphqoay.com",,phishing
,support@depxuxzhgu.com,Acil hesap doğrulaması,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@depxuxzhgu.com",,phishing
,info@rcweevqtbk.com,Fatura özetiniz,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@rcweevqtbk.com",,normal
,support@akypetyyxv.com,Hesabınız askıya alındı,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@akypetyyxv.com",,phishing
,info@fdstzsofvz.com,Hesap özetiniz,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@fdstzsofvz.com",,normal
,support@ouybvdzryf.com,Şifrenizi hemen değiştirin,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@ouybvdzryf.com",,phishing
,support@wkplytlgqc.com,Hesap doğrulamanızı tamamlayın,"Değerli Müşterimiz, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@wkplytlgqc.com",,phishing
,support@wuxvifistk.com,Bilgilerinizı güvence altına alın,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@wuxvifistk.com",,phishing
,support@yfuzushnep.com,Acil hesap doğrulaması,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@yfuzushnep.com",,phishing
,info@gpjpillqyr.com,Hesap güvenliği güncellemesi,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@gpjpillqyr.com",,normal
,support@qrfnhwhzsz.com,Hesap doğrulamanızı tamamlayın,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@qrfnhwhzsz.com",,phishing
,support@ydcjvxfmmb.com,Hesap şifreniz sıfırlandı,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve giriş bilgilerinizı hemen doğrulayın: 🔗 verify@ydcjvxfmmb.com",,phishing
,support@axxxbjvido.com,Faturanız ödenmedi,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@axxxbjvido.com",,phishing
,support@cbqvydgmkf.com,Koruma açığı tespiti,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@cbqvydgmkf.com",,phishing
,support@figlhxpriu.com,Faturanız ödenmedi,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@figlhxpriu.com",,phishing
,info@qivyvftvec.com,Aylık raporunuz,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@qivyvftvec.com",,normal
,support@rchnffeqlf.com,Hesap şifreniz sıfırlandı,"Sayın kullanıcı, Hesabınızla ilgili ciddi bir güvenlik problemi tespit edilmiştir. Lütfen aşağıdaki bağlantıya tıklayın ve hesabınızı hemen doğrulayın: 🔗 verify@rchnffeqlf.com",,phishing
,info@lawwfmxuqd.com,Kişisel bilgilerinizi güncelleyin,"Sayın [Adınız], Hesabınız başarıyla güncellenmiştir. Faturalarınızı görmek ve işlem geçmişinizi kontrol etmek için lütfen aşağıdaki bağlantıyı kullanın: 🔗 account@lawwfmxuqd.com",,normal
